TERM,ACAD_CAREER,COURSE CODE,CLASS SECTION,CLASS NUMBER,F2F lecture in alternate weeks,START DATE,END DATE,MON,TUE,WED,THU,FRI,SAT,SUN,VENUE,START TIME,END TIME,COURSE TITLE,OFFER DEPT,INSTRUCTOR
2022-23 Sem 1,UG,LLAW3094FY,FB,1742,,2022-09-07,2022-10-05,,,WED,,,,,CPD-LG.34,12:30,14:20,Equity and trusts I,Dept of Law,
2022-23 Sem 1,UG,LLAW3094FY,FB,1742,,2022-10-19,2022-11-30,,,WED,,,,,CPD-LG.34,12:30,14:20,Equity and trusts I,Dept of Law,
2022-23 Sem 1,UG,LLAW3099,1A,1403,,2022-09-07,2022-10-05,,,WED,,,,,CPD-LG.08,09:30,12:20,Criminal procedure,Dept of Law,"Yeung,Chun Ki Jacky"
2022-23 Sem 1,UG,LLAW3099,1A,1403,,2022-10-19,2022-11-30,,,WED,,,,,CPD-LG.08,09:30,12:20,Criminal procedure,Dept of Law,"Yeung,Chun Ki Jacky"
2022-23 Sem 1,UG,LLAW3099,1B,1404,,2022-09-02,2022-10-07,,,,,FRI,,,CPD-1.42,15:30,17:20,Criminal procedure,Dept of Law,
2022-23 Sem 1,UG,LLAW3099,1B,1404,,2022-10-21,2022-11-25,,,,,FRI,,,CPD-1.42,15:30,17:20,Criminal procedure,Dept of Law,
2022-23 Sem 1,UG,LLAW3102,1A,1405,,2022-09-01,2022-10-06,,,,THU,,,,MWT1,10:30,12:20,Evidence I,Dept of Law,"Yeung,Chun Ki Jacky"
2022-23 Sem 1,UG,LLAW3102,1A,1405,,2022-10-20,2022-11-24,,,,THU,,,,MWT1,10:30,12:20,Evidence I,Dept of Law,"Yeung,Chun Ki Jacky"
2022-23 Sem 1,UG,LLAW3105,1A,1406,,2022-09-02,2022-10-07,,,,,FRI,,,MWT1,17:30,19:20,Land law III,Dept of Law,"But,Tong Adrian; Chan,Alwin Wai Ho"
2022-23 Sem 1,UG,LLAW3105,1A,1406,,2022-10-21,2022-11-25,,,,,FRI,,,MWT1,17:30,19:20,Land law III,Dept of Law,"But,Tong Adrian; Chan,Alwin Wai Ho"
2022-23 Sem 1,UG,LLAW3123,1A,1472,,2022-09-06,2022-09-27,,TUE,,,,,,CPD-2.16,13:30,16:20,Competition law I,Dept of Law,"Cheng,Kin Hon Thomas"
2022-23 Sem 1,UG,LLAW3123,1A,1472,,2022-10-11,2022-11-29,,TUE,,,,,,CPD-2.16,13:30,16:20,Competition law I,Dept of Law,"Cheng,Kin Hon Thomas"
2022-23 Sem 1,UG,LLAW3124,1A,1473,,2022-09-02,2022-10-07,,,,,FRI,,,CPD-1.21,14:30,17:20,Competition law II,Dept of Law,"Kwok,Hiu Fai Kelvin"
2022-23 Sem 1,UG,LLAW3124,1A,1473,,2022-10-21,2022-11-25,,,,,FRI,,,CPD-1.21,14:30,17:20,Competition law II,Dept of Law,"Kwok,Hiu Fai Kelvin"
2022-23 Sem 1,UG,LLAW3140,1A,1528,,2022-09-01,2022-10-06,,,,THU,,,,CPD-2.19,13:30,16:20,Animal law,Dept of Law,"Whitfort,Amanda Sarah"
2022-23 Sem 1,UG,LLAW3140,1A,1528,,2022-10-20,2022-11-24,,,,THU,,,,CPD-2.19,13:30,16:20,Animal law,Dept of Law,"Whitfort,Amanda Sarah"
2022-23 Sem 1,UG,LLAW3148,1A,1529,,2022-09-05,2022-09-05,MON,,,,,,,CPD-G.02,09:30,12:20,Clinical legal education,Dept of Law,"Cheung,Tat Ming Eric; Chim,Ting Cheong Carter; Ho,Patricia Ann; Lam,King Fung Edmond"
2022-23 Sem 1,UG,LLAW3148,1A,1529,,2022-09-19,2022-11-28,MON,,,,,,,CPD-G.02,09:30,12:20,Clinical legal education,Dept of Law,"Cheung,Tat Ming Eric; Chim,Ting Cheong Carter; Ho,Patricia Ann; Lam,King Fung Edmond"
2022-23 Sem 1,UG,LLAW3148,1D,1530,,2022-09-06,2022-09-27,,TUE,,,,,,CPD-3.23,13:30,15:20,Clinical legal education,Dept of Law,
2022-23 Sem 1,UG,LLAW3148,1D,1530,,2022-10-11,2022-11-29,,TUE,,,,,,CPD-3.23,13:30,15:20,Clinical legal education,Dept of Law,
2022-23 Sem 1,UG,LLAW3172,1A,1655,,2022-09-02,2022-10-07,,,,,FRI,,,CPD-2.14,09:30,12:20,Law and social theory,Dept of Law,"Veitch,Thomas Scott"
2022-23 Sem 1,UG,LLAW3172,1A,1655,,2022-10-21,2022-11-25,,,,,FRI,,,CPD-2.14,09:30,12:20,Law and social theory,Dept of Law,"Veitch,Thomas Scott"
2022-23 Sem 1,UG,LLAW3178,1A,1657,,2022-09-03,2022-09-24,,,,,,SAT,,CPD-2.14,09:00,12:50,Online dispute resolution,Dept of Law,"Zhao,Yun"
2022-23 Sem 1,UG,LLAW3178,1A,1657,,2022-09-03,2022-09-24,,,,,,SAT,,CPD-2.14,14:00,17:50,Online dispute resolution,Dept of Law,"Zhao,Yun"
2022-23 Sem 1,UG,LLAW3178,1A,1657,,2022-09-04,2022-10-02,,,,,,,SUN,CPD-2.14,09:00,12:50,Online dispute resolution,Dept of Law,"Zhao,Yun"
2022-23 Sem 1,UG,LLAW3178,1A,1657,,2022-09-04,2022-10-02,,,,,,,SUN,CPD-2.14,14:00,17:50,Online dispute resolution,Dept of Law,"Zhao,Yun"
2022-23 Sem 1,UG,LLAW3178,1A,1657,,2022-10-08,2022-10-08,,,,,,SAT,,CPD-2.14,09:00,12:50,Online dispute resolution,Dept of Law,"Zhao,Yun"
2022-23 Sem 1,UG,LLAW3178,1A,1657,,2022-10-08,2022-10-08,,,,,,SAT,,CPD-2.14,14:00,17:50,Online dispute resolution,Dept of Law,"Zhao,Yun"
2022-23 Sem 1,UG,LLAW3178,1A,1657,,2022-10-16,2022-11-27,,,,,,,SUN,CPD-2.14,09:00,12:50,Online dispute resolution,Dept of Law,"Zhao,Yun"
2022-23 Sem 1,UG,LLAW3178,1A,1657,,2022-10-16,2022-11-27,,,,,,,SUN,CPD-2.14,14:00,17:50,Online dispute resolution,Dept of Law,"Zhao,Yun"
2022-23 Sem 1,UG,LLAW3178,1A,1657,,2022-10-22,2022-11-26,,,,,,SAT,,CPD-2.14,09:00,12:50,Online dispute resolution,Dept of Law,"Zhao,Yun"
2022-23 Sem 1,UG,LLAW3178,1A,1657,,2022-10-22,2022-11-26,,,,,,SAT,,CPD-2.14,14:00,17:50,Online dispute resolution,Dept of Law,"Zhao,Yun"
2022-23 Sem 1,UG,LLAW3187FY,FA,2508,,2022-09-07,2022-10-05,,,WED,,,,,CYCC501,18:30,20:20,Mooting and dispute resolution (capstone),Dept of Law,"Yeung,Chun Ki Jacky"
2022-23 Sem 1,UG,LLAW3187FY,FA,2508,,2022-10-19,2022-11-30,,,WED,,,,,CYCC501,18:30,20:20,Mooting and dispute resolution (capstone),Dept of Law,"Yeung,Chun Ki Jacky"
2022-23 Sem 1,UG,LLAW3187FY,FB,2509,,2022-09-07,2022-10-05,,,WED,,,,,CPD-3.15,16:30,18:20,Mooting and dispute resolution (capstone),Dept of Law,
2022-23 Sem 1,UG,LLAW3187FY,FB,2509,,2022-10-19,2022-11-30,,,WED,,,,,CPD-3.15,16:30,18:20,Mooting and dispute resolution (capstone),Dept of Law,
2022-23 Sem 1,UG,LLAW3191,1A,1784,,2022-09-06,2022-09-27,,TUE,,,,,,CPD-3.01,16:30,18:20,Comparative family law,Dept of Law,
2022-23 Sem 1,UG,LLAW3191,1A,1784,,2022-10-18,2022-11-29,,TUE,,,,,,CPD-3.01,16:30,18:20,Comparative family law,Dept of Law,
2022-23 Sem 1,UG,LLAW3191,1B,1786,,2022-09-02,2022-10-07,,,,,FRI,,,CPD-LG.64,15:30,17:20,Comparative family law,Dept of Law,
2022-23 Sem 1,UG,LLAW3191,1B,1786,,2022-10-21,2022-11-25,,,,,FRI,,,CPD-LG.64,15:30,17:20,Comparative family law,Dept of Law,
2022-23 Sem 1,UG,LLAW3191,1C,1785,,2022-09-02,2022-10-07,,,,,FRI,,,CPD-2.14,18:30,21:20,Comparative family law,Dept of Law,
2022-23 Sem 1,UG,LLAW3191,1C,1785,,2022-10-21,2022-11-25,,,,,FRI,,,CPD-2.14,18:30,21:20,Comparative family law,Dept of Law,
2022-23 Sem 1,UG,LLAW3200,1A,1973,,2022-09-05,2022-09-05,MON,,,,,,,CPD-2.45,14:30,17:20,Copyright and creativity,Dept of Law,"Li,Yahong"
2022-23 Sem 1,UG,LLAW3200,1A,1973,,2022-09-19,2022-10-03,MON,,,,,,,CPD-2.45,14:30,17:20,Copyright and creativity,Dept of Law,"Li,Yahong"
2022-23 Sem 1,UG,LLAW3200,1A,1973,,2022-10-17,2022-11-28,MON,,,,,,,CPD-2.45,14:30,17:20,Copyright and creativity,Dept of Law,"Li,Yahong"
2022-23 Sem 1,UG,LLAW3203,1A,2506,,2022-09-07,2022-10-05,,,WED,,,,,CPD-2.14,14:30,16:20,Guided research,Dept of Law,"Lo,Stefan Huoy-cheng"
2022-23 Sem 1,UG,LLAW3203,1A,2506,,2022-10-19,2022-11-30,,,WED,,,,,CPD-2.14,14:30,16:20,Guided research,Dept of Law,"Lo,Stefan Huoy-cheng"
2022-23 Sem 1,UG,LLAW3203,1C,2507,,2022-09-02,2022-10-07,,,,,FRI,,,CPD-2.42,12:30,14:20,Guided research,Dept of Law,
2022-23 Sem 1,UG,LLAW3203,1C,2507,,2022-10-21,2022-11-25,,,,,FRI,,,CPD-2.42,12:30,14:20,Guided research,Dept of Law,
2022-23 Sem 1,UG,LLAW3222,1A,2798,,2022-09-01,2022-10-06,,,,THU,,,,TT403,13:30,16:20,Human rights in practice,Dept of Law,"Ernst,Lindsay"
2022-23 Sem 1,UG,LLAW3222,1A,2798,,2022-10-20,2022-11-24,,,,THU,,,,TT403,13:30,16:20,Human rights in practice,Dept of Law,"Ernst,Lindsay"
2022-23 Sem 1,UG,LLAW3222,1B,2799,,2022-09-02,2022-10-07,,,,,FRI,,,CPD-LG.16,15:30,17:20,Human rights in practice,Dept of Law,
2022-23 Sem 1,UG,LLAW3222,1B,2799,,2022-10-21,2022-11-25,,,,,FRI,,,CPD-LG.16,15:30,17:20,Human rights in practice,Dept of Law,
2022-23 Sem 1,UG,LLAW3226,1A,2946,,2022-09-07,2022-10-05,,,WED,,,,,CPD-LG.10,09:30,12:20,Legal fictions: United States citizenship and the right to write in America,Dept of Law,"Johnson,Kendall Albert"
2022-23 Sem 1,UG,LLAW3226,1A,2946,,2022-10-19,2022-11-30,,,WED,,,,,CPD-LG.10,09:30,12:20,Legal fictions: United States citizenship and the right to write in America,Dept of Law,"Johnson,Kendall Albert"
2022-23 Sem 1,UG,LLAW3233,1A,3060,,2022-09-01,2022-10-06,,,,THU,,,,CPD-2.37,16:30,18:20,"Law, history and culture",Dept of Law,"Wong,John Dick On"
2022-23 Sem 1,UG,LLAW3233,1A,3060,,2022-09-05,2022-09-05,MON,,,,,,,CPD-2.37,17:30,18:20,"Law, history and culture",Dept of Law,"Wong,John Dick On"
2022-23 Sem 1,UG,LLAW3233,1A,3060,,2022-09-19,2022-10-03,MON,,,,,,,CPD-2.37,17:30,18:20,"Law, history and culture",Dept of Law,"Wong,John Dick On"
2022-23 Sem 1,UG,LLAW3233,1A,3060,,2022-10-17,2022-11-28,MON,,,,,,,CPD-2.37,17:30,18:20,"Law, history and culture",Dept of Law,"Wong,John Dick On"
2022-23 Sem 1,UG,LLAW3233,1A,3060,,2022-10-20,2022-11-24,,,,THU,,,,CPD-2.37,16:30,18:20,"Law, history and culture",Dept of Law,"Wong,John Dick On"
2022-23 Sem 1,UG,LLAW3252,1A,3284,,2022-09-05,2022-09-05,MON,,,,,,,CPD-2.14,14:30,17:20,The global migration legal clinic,Dept of Law,"Ernst,Lindsay"
2022-23 Sem 1,UG,LLAW3252,1A,3284,,2022-09-19,2022-10-03,MON,,,,,,,CPD-2.14,14:30,17:20,The global migration legal clinic,Dept of Law,"Ernst,Lindsay"
2022-23 Sem 1,UG,LLAW3252,1A,3284,,2022-10-17,2022-11-28,MON,,,,,,,CPD-2.14,14:30,17:20,The global migration legal clinic,Dept of Law,"Ernst,Lindsay"
2022-23 Sem 1,UG,LLAW3252,1B,3285,,2022-09-01,2022-10-06,,,,THU,,,,CPD-1.45,15:30,16:20,The global migration legal clinic,Dept of Law,
2022-23 Sem 1,UG,LLAW3252,1B,3285,,2022-09-02,2022-10-07,,,,,FRI,,,CPD-1.45,15:30,16:20,The global migration legal clinic,Dept of Law,
2022-23 Sem 1,UG,LLAW3252,1B,3285,,2022-09-06,2022-09-27,,TUE,,,,,,CPD-1.45,15:30,16:20,The global migration legal clinic,Dept of Law,
2022-23 Sem 1,UG,LLAW3252,1B,3285,,2022-10-18,2022-11-29,,TUE,,,,,,CPD-1.45,15:30,16:20,The global migration legal clinic,Dept of Law,
2022-23 Sem 1,UG,LLAW3252,1B,3285,,2022-10-20,2022-11-24,,,,THU,,,,CPD-1.45,15:30,16:20,The global migration legal clinic,Dept of Law,
2022-23 Sem 1,UG,LLAW3252,1B,3285,,2022-10-21,2022-11-25,,,,,FRI,,,CPD-1.45,15:30,16:20,The global migration legal clinic,Dept of Law,
2022-23 Sem 1,UG,LLAW3254,1A,3471,,2022-09-06,2022-09-27,,TUE,,,,,,LE6,16:30,18:20,"Law, innovation, technology and entrepreneurship (LITE) - tech startup law",Dept of Law,"Tang,Brian Wha-li"
2022-23 Sem 1,UG,LLAW3254,1A,3471,,2022-09-06,2022-09-27,,TUE,,,,,,LE6,18:30,19:20,"Law, innovation, technology and entrepreneurship (LITE) - tech startup law",Dept of Law,"Tang,Brian Wha-li"
2022-23 Sem 1,UG,LLAW3254,1A,3471,,2022-10-18,2022-11-29,,TUE,,,,,,LE6,16:30,18:20,"Law, innovation, technology and entrepreneurship (LITE) - tech startup law",Dept of Law,"Tang,Brian Wha-li"
2022-23 Sem 1,UG,LLAW3254,1A,3471,,2022-10-18,2022-11-29,,TUE,,,,,,LE6,18:30,19:20,"Law, innovation, technology and entrepreneurship (LITE) - tech startup law",Dept of Law,"Tang,Brian Wha-li"
2022-23 Sem 1,UG,LLAW3254,1B,3472,,2022-09-01,2022-10-06,,,,THU,,,,CPD-1.44,16:30,18:20,"Law, innovation, technology and entrepreneurship (LITE) - tech startup law",Dept of Law,
2022-23 Sem 1,UG,LLAW3254,1B,3472,,2022-10-20,2022-11-24,,,,THU,,,,CPD-1.44,16:30,18:20,"Law, innovation, technology and entrepreneurship (LITE) - tech startup law",Dept of Law,
2022-23 Sem 1,UG,LLAW3259,1A,3473,,2022-09-07,2022-10-05,,,WED,,,,,CPD-LG.59,14:30,16:20,"Innovation, creativity and ethics for globalized legal practice",Dept of Law,"Wu,Wai Sang Richard"
2022-23 Sem 1,UG,LLAW3259,1A,3473,,2022-09-07,2022-10-05,,,WED,,,,,,16:30,17:20,"Innovation, creativity and ethics for globalized legal practice",Dept of Law,"Wu,Wai Sang Richard"
2022-23 Sem 1,UG,LLAW3259,1A,3473,,2022-10-19,2022-11-30,,,WED,,,,,CPD-LG.59,14:30,16:20,"Innovation, creativity and ethics for globalized legal practice",Dept of Law,"Wu,Wai Sang Richard"
2022-23 Sem 1,UG,LLAW3259,1A,3473,,2022-10-19,2022-11-30,,,WED,,,,,,16:30,17:20,"Innovation, creativity and ethics for globalized legal practice",Dept of Law,"Wu,Wai Sang Richard"
2022-23 Sem 1,UG,MATH1009,1A,2906,,2022-09-02,2022-10-07,,,,,FRI,,,CYPP4,12:30,14:20,Basic mathematics for business and economics,Science Faculty,"Chan,Yat Ming"
2022-23 Sem 1,UG,MATH1009,1A,2906,,2022-09-06,2022-09-27,,TUE,,,,,,CYPP4,12:30,13:20,Basic mathematics for business and economics,Science Faculty,"Chan,Yat Ming"
2022-23 Sem 1,UG,MATH1009,1A,2906,,2022-10-18,2022-11-29,,TUE,,,,,,CYPP4,12:30,13:20,Basic mathematics for business and economics,Science Faculty,"Chan,Yat Ming"
2022-23 Sem 1,UG,MATH1009,1A,2906,,2022-10-21,2022-11-25,,,,,FRI,,,CYPP4,12:30,14:20,Basic mathematics for business and economics,Science Faculty,"Chan,Yat Ming"
2022-23 Sem 1,UG,MATH1009,1B,2907,,2022-09-02,2022-10-07,,,,,FRI,,,MWT1,15:30,17:20,Basic mathematics for business and economics,Science Faculty,"Chan,Yat Ming"
2022-23 Sem 1,UG,MATH1009,1B,2907,,2022-09-06,2022-09-27,,TUE,,,,,,MWT1,15:30,16:20,Basic mathematics for business and economics,Science Faculty,"Chan,Yat Ming"
2022-23 Sem 1,UG,MATH1009,1B,2907,,2022-10-18,2022-11-29,,TUE,,,,,,MWT1,15:30,16:20,Basic mathematics for business and economics,Science Faculty,"Chan,Yat Ming"
2022-23 Sem 1,UG,MATH1009,1B,2907,,2022-10-21,2022-11-25,,,,,FRI,,,MWT1,15:30,17:20,Basic mathematics for business and economics,Science Faculty,"Chan,Yat Ming"
2022-23 Sem 1,UG,MATH1011,1A,1943,,2022-09-02,2022-10-07,,,,,FRI,,,CYPP4,14:30,15:20,University mathematics I,Science Faculty,"Zhang,Haiyu"
2022-23 Sem 1,UG,MATH1011,1A,1943,,2022-09-06,2022-09-27,,TUE,,,,,,CYPP4,13:30,15:20,University mathematics I,Science Faculty,"Zhang,Haiyu"
2022-23 Sem 1,UG,MATH1011,1A,1943,,2022-10-18,2022-11-29,,TUE,,,,,,CYPP4,13:30,15:20,University mathematics I,Science Faculty,"Zhang,Haiyu"
2022-23 Sem 1,UG,MATH1011,1A,1943,,2022-10-21,2022-11-25,,,,,FRI,,,CYPP4,14:30,15:20,University mathematics I,Science Faculty,"Zhang,Haiyu"
2022-23 Sem 1,UG,MATH1013,1A,1944,,2022-09-01,2022-10-06,,,,THU,,,,CYCC501,09:30,10:20,University mathematics II,Science Faculty,"Ching,Tak Wing"
2022-23 Sem 1,UG,MATH1013,1A,1944,,2022-09-05,2022-09-05,MON,,,,,,,CYCC501,09:30,11:20,University mathematics II,Science Faculty,"Ching,Tak Wing"
2022-23 Sem 1,UG,MATH1013,1A,1944,,2022-09-19,2022-10-03,MON,,,,,,,CYCC501,09:30,11:20,University mathematics II,Science Faculty,"Ching,Tak Wing"
2022-23 Sem 1,UG,MATH1013,1A,1944,,2022-10-17,2022-11-28,MON,,,,,,,CYCC501,09:30,11:20,University mathematics II,Science Faculty,"Ching,Tak Wing"
2022-23 Sem 1,UG,MATH1013,1A,1944,,2022-10-20,2022-11-24,,,,THU,,,,CYCC501,09:30,10:20,University mathematics II,Science Faculty,"Ching,Tak Wing"
2022-23 Sem 1,UG,MATH1013,1B,1945,,2022-09-01,2022-10-06,,,,THU,,,,WLGH,16:30,18:20,University mathematics II,Science Faculty,"Ching,Tak Wing"
2022-23 Sem 1,UG,MATH1013,1B,1945,,2022-09-05,2022-09-05,MON,,,,,,,CYCC501,17:30,18:20,University mathematics II,Science Faculty,"Ching,Tak Wing"
2022-23 Sem 1,UG,MATH1013,1B,1945,,2022-09-19,2022-10-03,MON,,,,,,,CYCC501,17:30,18:20,University mathematics II,Science Faculty,"Ching,Tak Wing"
2022-23 Sem 1,UG,MATH1013,1B,1945,,2022-10-17,2022-11-28,MON,,,,,,,CYCC501,17:30,18:20,University mathematics II,Science Faculty,"Ching,Tak Wing"
2022-23 Sem 1,UG,MATH1013,1B,1945,,2022-10-20,2022-11-24,,,,THU,,,,WLGH,16:30,18:20,University mathematics II,Science Faculty,"Ching,Tak Wing"
2022-23 Sem 1,UG,MATH1821,1A,1946,,2022-09-02,2022-10-07,,,,,FRI,,,KKLG101,13:30,14:20,Mathematical methods for actuarial science I,Science Faculty,"Law,Ka Ho"
2022-23 Sem 1,UG,MATH1821,1A,1946,,2022-09-02,2022-10-07,,,,,FRI,,,LE4,14:30,15:20,Mathematical methods for actuarial science I,Science Faculty,"Law,Ka Ho"
2022-23 Sem 1,UG,MATH1821,1A,1946,,2022-09-06,2022-09-27,,TUE,,,,,,LE4,13:30,15:20,Mathematical methods for actuarial science I,Science Faculty,"Law,Ka Ho"
2022-23 Sem 1,UG,MATH1821,1A,1946,,2022-10-18,2022-11-29,,TUE,,,,,,LE4,13:30,15:20,Mathematical methods for actuarial science I,Science Faculty,"Law,Ka Ho"
2022-23 Sem 1,UG,MATH1821,1A,1946,,2022-10-21,2022-11-25,,,,,FRI,,,KKLG101,13:30,14:20,Mathematical methods for actuarial science I,Science Faculty,"Law,Ka Ho"
2022-23 Sem 1,UG,MATH1821,1A,1946,,2022-10-21,2022-11-25,,,,,FRI,,,LE4,14:30,15:20,Mathematical methods for actuarial science I,Science Faculty,"Law,Ka Ho"
2022-23 Sem 1,UG,MATH1851,1A,1827,,2022-09-02,2022-10-07,,,,,FRI,,,MWT2,09:30,11:20,Calculus and ordinary differential equations,Science Faculty,"Chow,Kwok Wing; Lau,Yuk Kam"
2022-23 Sem 1,UG,MATH1851,1A,1827,,2022-09-06,2022-09-27,,TUE,,,,,,MWT2,09:30,10:20,Calculus and ordinary differential equations,Science Faculty,"Chow,Kwok Wing; Lau,Yuk Kam"
2022-23 Sem 1,UG,MATH1851,1A,1827,,2022-10-18,2022-11-29,,TUE,,,,,,MWT2,09:30,10:20,Calculus and ordinary differential equations,Science Faculty,"Chow,Kwok Wing; Lau,Yuk Kam"
2022-23 Sem 1,UG,MATH1851,1A,1827,,2022-10-21,2022-11-25,,,,,FRI,,,MWT2,09:30,11:20,Calculus and ordinary differential equations,Science Faculty,"Chow,Kwok Wing; Lau,Yuk Kam"
2022-23 Sem 1,UG,MATH1851,1B,1828,,2022-09-02,2022-10-07,,,,,FRI,,,WLGH,14:30,15:20,Calculus and ordinary differential equations,Science Faculty,"Lau,Yuk Kam; Xu,Lizhi"
2022-23 Sem 1,UG,MATH1851,1B,1828,,2022-09-06,2022-09-27,,TUE,,,,,,MWT2,13:30,15:20,Calculus and ordinary differential equations,Science Faculty,"Lau,Yuk Kam; Xu,Lizhi"
2022-23 Sem 1,UG,MATH1851,1B,1828,,2022-10-18,2022-11-29,,TUE,,,,,,MWT2,13:30,15:20,Calculus and ordinary differential equations,Science Faculty,"Lau,Yuk Kam; Xu,Lizhi"
2022-23 Sem 1,UG,MATH1851,1B,1828,,2022-10-21,2022-11-25,,,,,FRI,,,WLGH,14:30,15:20,Calculus and ordinary differential equations,Science Faculty,"Lau,Yuk Kam; Xu,Lizhi"
2022-23 Sem 1,UG,MATH1853,1A,1829,,2022-09-02,2022-10-07,,,,,FRI,,,MWT1,09:30,11:20,"Linear algebra, probability and statistics",Science Faculty,"Han,Guangyue; Wong,Ngai"
2022-23 Sem 1,UG,MATH1853,1A,1829,,2022-09-06,2022-09-27,,TUE,,,,,,MWT1,09:30,10:20,"Linear algebra, probability and statistics",Science Faculty,"Han,Guangyue; Wong,Ngai"
2022-23 Sem 1,UG,MATH1853,1A,1829,,2022-10-18,2022-11-29,,TUE,,,,,,MWT1,09:30,10:20,"Linear algebra, probability and statistics",Science Faculty,"Han,Guangyue; Wong,Ngai"
2022-23 Sem 1,UG,MATH1853,1A,1829,,2022-10-21,2022-11-25,,,,,FRI,,,MWT1,09:30,11:20,"Linear algebra, probability and statistics",Science Faculty,"Han,Guangyue; Wong,Ngai"
2022-23 Sem 1,UG,MATH1853,1B,1830,,2022-09-02,2022-10-07,,,,,FRI,,,MWT2,12:30,14:20,"Linear algebra, probability and statistics",Science Faculty,"Han,Guangyue; Wong,Ngai"
2022-23 Sem 1,UG,MATH1853,1B,1830,,2022-09-06,2022-09-27,,TUE,,,,,,MWT2,12:30,13:20,"Linear algebra, probability and statistics",Science Faculty,"Han,Guangyue; Wong,Ngai"
2022-23 Sem 1,UG,MATH1853,1B,1830,,2022-10-18,2022-11-29,,TUE,,,,,,MWT2,12:30,13:20,"Linear algebra, probability and statistics",Science Faculty,"Han,Guangyue; Wong,Ngai"
2022-23 Sem 1,UG,MATH1853,1B,1830,,2022-10-21,2022-11-25,,,,,FRI,,,MWT2,12:30,14:20,"Linear algebra, probability and statistics",Science Faculty,"Han,Guangyue; Wong,Ngai"
2022-23 Sem 1,UG,MATH2012,1A,1947,,2022-09-01,2022-10-06,,,,THU,,,,LE1,12:30,13:20,Fundamental concepts of mathematics,Science Faculty,"Chan,Yat Ming"
2022-23 Sem 1,UG,MATH2012,1A,1947,,2022-09-05,2022-09-05,MON,,,,,,,LE1,12:30,14:20,Fundamental concepts of mathematics,Science Faculty,"Chan,Yat Ming"
2022-23 Sem 1,UG,MATH2012,1A,1947,,2022-09-19,2022-10-03,MON,,,,,,,LE1,12:30,14:20,Fundamental concepts of mathematics,Science Faculty,"Chan,Yat Ming"
2022-23 Sem 1,UG,MATH2012,1A,1947,,2022-10-17,2022-11-28,MON,,,,,,,LE1,12:30,14:20,Fundamental concepts of mathematics,Science Faculty,"Chan,Yat Ming"
2022-23 Sem 1,UG,MATH2012,1A,1947,,2022-10-20,2022-11-24,,,,THU,,,,LE1,12:30,13:20,Fundamental concepts of mathematics,Science Faculty,"Chan,Yat Ming"
2022-23 Sem 1,UG,MATH2014,1A,2767,,2022-09-02,2022-10-07,,,,,FRI,,,KB223,11:30,12:20,Multivariable calculus and linear algebra,Science Faculty,"Zhang,Haiyu"
2022-23 Sem 1,UG,MATH2014,1A,2767,,2022-09-06,2022-09-27,,TUE,,,,,,KB223,10:30,12:20,Multivariable calculus and linear algebra,Science Faculty,"Zhang,Haiyu"
2022-23 Sem 1,UG,MATH2014,1A,2767,,2022-10-18,2022-11-29,,TUE,,,,,,KB223,10:30,12:20,Multivariable calculus and linear algebra,Science Faculty,"Zhang,Haiyu"
2022-23 Sem 1,UG,MATH2014,1A,2767,,2022-10-21,2022-11-25,,,,,FRI,,,KB223,11:30,12:20,Multivariable calculus and linear algebra,Science Faculty,"Zhang,Haiyu"
2022-23 Sem 1,UG,MATH2101,1A,2573,,2022-09-01,2022-10-06,,,,THU,,,,CPD-LG.10,10:30,12:20,Linear algebra I,Science Faculty,"Hui,Chun Yin"
2022-23 Sem 1,UG,MATH2101,1A,2573,,2022-09-05,2022-09-05,MON,,,,,,,CPD-LG.10,11:30,12:20,Linear algebra I,Science Faculty,"Hui,Chun Yin"
2022-23 Sem 1,UG,MATH2101,1A,2573,,2022-09-19,2022-10-03,MON,,,,,,,CPD-LG.10,11:30,12:20,Linear algebra I,Science Faculty,"Hui,Chun Yin"
2022-23 Sem 1,UG,MATH2101,1A,2573,,2022-10-17,2022-11-28,MON,,,,,,,CPD-LG.10,11:30,12:20,Linear algebra I,Science Faculty,"Hui,Chun Yin"
2022-23 Sem 1,UG,MATH2101,1A,2573,,2022-10-20,2022-11-24,,,,THU,,,,CPD-LG.10,10:30,12:20,Linear algebra I,Science Faculty,"Hui,Chun Yin"
2022-23 Sem 1,UG,MATH2211,1A,1930,,2022-09-02,2022-10-07,,,,,FRI,,,LE5,11:30,12:20,Multivariable calculus,Science Faculty,"Ching,Tak Wing"
2022-23 Sem 1,UG,MATH2211,1A,1930,,2022-09-06,2022-09-27,,TUE,,,,,,LE5,10:30,12:20,Multivariable calculus,Science Faculty,"Ching,Tak Wing"
2022-23 Sem 1,UG,MATH2211,1A,1930,,2022-10-18,2022-11-29,,TUE,,,,,,LE5,10:30,12:20,Multivariable calculus,Science Faculty,"Ching,Tak Wing"
2022-23 Sem 1,UG,MATH2211,1A,1930,,2022-10-21,2022-11-25,,,,,FRI,,,LE5,11:30,12:20,Multivariable calculus,Science Faculty,"Ching,Tak Wing"
2022-23 Sem 1,UG,MATH2241,1A,1961,,2022-09-02,2022-10-07,,,,,FRI,,,JLG05,12:30,14:20,Introduction to mathematical analysis,Science Faculty,"Ng,Kwok Po"
