TERM,ACAD_CAREER,COURSE CODE,CLASS SECTION,CLASS NUMBER,F2F lecture in alternate weeks,START DATE,END DATE,MON,TUE,WED,THU,FRI,SAT,SUN,VENUE,START TIME,END TIME,COURSE TITLE,OFFER DEPT,INSTRUCTOR
2021-22 Sem 2,UG,MGMT2401,2F,4031,,2022-04-25,2022-04-25,MON,,,,,,,KKLG104,11:30,12:20,Principles of management,Faculty of Business and Econom,"Zhao,Hailin"
2021-22 Sem 2,UG,MGMT2401,2G,2345,,2022-01-18,2022-01-25,,TUE,,,,,,LE3,09:30,10:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2G,2345,,2022-01-21,2022-01-28,,,,,FRI,,,LE3,09:30,11:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2G,2345,,2022-02-08,2022-03-01,,TUE,,,,,,LE3,09:30,10:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2G,2345,,2022-02-11,2022-03-04,,,,,FRI,,,LE3,09:30,11:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2G,2345,,2022-03-15,2022-03-29,,TUE,,,,,,LE3,09:30,10:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2G,2345,,2022-03-18,2022-04-08,,,,,FRI,,,LE3,09:30,11:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2G,2345,,2022-04-12,2022-04-26,,TUE,,,,,,LE3,09:30,10:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2G,2345,,2022-04-22,2022-04-29,,,,,FRI,,,LE3,09:30,11:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2H,2349,,2022-01-18,2022-01-25,,TUE,,,,,,KK102,12:30,13:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2H,2349,,2022-01-21,2022-01-28,,,,,FRI,,,KK102,12:30,14:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2H,2349,,2022-02-08,2022-03-01,,TUE,,,,,,KK102,12:30,13:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2H,2349,,2022-02-11,2022-03-04,,,,,FRI,,,KK102,12:30,14:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2H,2349,,2022-03-15,2022-03-29,,TUE,,,,,,KK102,12:30,13:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2H,2349,,2022-03-18,2022-04-08,,,,,FRI,,,KK102,12:30,14:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2H,2349,,2022-04-12,2022-04-26,,TUE,,,,,,KK102,12:30,13:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2H,2349,,2022-04-22,2022-04-29,,,,,FRI,,,KK102,12:30,14:20,Principles of management,Faculty of Business and Econom,"Hsu,Yu-Wei"
2021-22 Sem 2,UG,MGMT2401,2I,2348,,2022-01-17,2022-01-31,MON,,,,,,,MWT3,11:30,12:20,Principles of management,Faculty of Business and Econom,"Cho,Michelle Yuna"
2021-22 Sem 2,UG,MGMT2401,2I,2348,,2022-01-20,2022-01-27,,,,THU,,,,MWT3,10:30,12:20,Principles of management,Faculty of Business and Econom,"Cho,Michelle Yuna"
2021-22 Sem 2,UG,MGMT2401,2I,2348,,2022-02-10,2022-03-03,,,,THU,,,,MWT3,10:30,12:20,Principles of management,Faculty of Business and Econom,"Cho,Michelle Yuna"
2021-22 Sem 2,UG,MGMT2401,2I,2348,,2022-02-14,2022-02-28,MON,,,,,,,MWT3,11:30,12:20,Principles of management,Faculty of Business and Econom,"Cho,Michelle Yuna"
2021-22 Sem 2,UG,MGMT2401,2I,2348,,2022-03-14,2022-04-11,MON,,,,,,,MWT3,11:30,12:20,Principles of management,Faculty of Business and Econom,"Cho,Michelle Yuna"
2021-22 Sem 2,UG,MGMT2401,2I,2348,,2022-03-17,2022-04-28,,,,THU,,,,MWT3,10:30,12:20,Principles of management,Faculty of Business and Econom,"Cho,Michelle Yuna"
2021-22 Sem 2,UG,MGMT2401,2I,2348,,2022-04-25,2022-04-25,MON,,,,,,,MWT3,11:30,12:20,Principles of management,Faculty of Business and Econom,"Cho,Michelle Yuna"
2021-22 Sem 2,UG,MGMT2401,2J,2347,,2022-01-17,2022-01-24,MON,,,,,,,TT403,14:30,15:20,Principles of management,Faculty of Business and Econom,"Cho,Michelle Yuna"
2021-22 Sem 2,UG,MGMT2401,2J,2347,,2022-01-20,2022-01-27,,,,THU,,,,TT403,13:30,15:20,Principles of management,Faculty of Business and Econom,"Cho,Michelle Yuna"
2021-22 Sem 2,UG,MGMT2401,2J,2347,,2022-02-10,2022-03-03,,,,THU,,,,TT403,13:30,15:20,Principles of management,Faculty of Business and Econom,"Cho,Michelle Yuna"
2021-22 Sem 2,UG,MGMT2401,2J,2347,,2022-02-14,2022-02-28,MON,,,,,,,TT403,14:30,15:20,Principles of management,Faculty of Business and Econom,"Cho,Michelle Yuna"
2021-22 Sem 2,UG,MGMT2401,2J,2347,,2022-03-14,2022-04-11,MON,,,,,,,TT403,14:30,15:20,Principles of management,Faculty of Business and Econom,"Cho,Michelle Yuna"
2021-22 Sem 2,UG,MGMT2401,2J,2347,,2022-03-17,2022-04-28,,,,THU,,,,TT403,13:30,15:20,Principles of management,Faculty of Business and Econom,"Cho,Michelle Yuna"
2021-22 Sem 2,UG,MGMT2401,2J,2347,,2022-04-25,2022-04-25,MON,,,,,,,TT403,14:30,15:20,Principles of management,Faculty of Business and Econom,"Cho,Michelle Yuna"
2021-22 Sem 2,UG,MGMT2401,2K,2346,,2022-01-17,2022-01-24,MON,,,,,,,KK101,17:30,18:20,Principles of management,Faculty of Business and Econom,"Zhao,Hailin"
2021-22 Sem 2,UG,MGMT2401,2K,2346,,2022-01-20,2022-01-27,,,,THU,,,,KK101,16:30,18:20,Principles of management,Faculty of Business and Econom,"Zhao,Hailin"
2021-22 Sem 2,UG,MGMT2401,2K,2346,,2022-02-10,2022-03-03,,,,THU,,,,KK101,16:30,18:20,Principles of management,Faculty of Business and Econom,"Zhao,Hailin"
2021-22 Sem 2,UG,MGMT2401,2K,2346,,2022-02-14,2022-02-28,MON,,,,,,,KK101,17:30,18:20,Principles of management,Faculty of Business and Econom,"Zhao,Hailin"
2021-22 Sem 2,UG,MGMT2401,2K,2346,,2022-03-14,2022-04-11,MON,,,,,,,KK101,17:30,18:20,Principles of management,Faculty of Business and Econom,"Zhao,Hailin"
2021-22 Sem 2,UG,MGMT2401,2K,2346,,2022-03-17,2022-04-28,,,,THU,,,,KK101,16:30,18:20,Principles of management,Faculty of Business and Econom,"Zhao,Hailin"
2021-22 Sem 2,UG,MGMT2401,2K,2346,,2022-04-25,2022-04-25,MON,,,,,,,KK101,17:30,18:20,Principles of management,Faculty of Business and Econom,"Zhao,Hailin"
2021-22 Sem 2,UG,MGMT2787,2A,3462,,2022-01-18,2022-01-25,,TUE,,,,,,KK301,15:30,16:20,Business Case Analysis and Presentation,Business & Economics Faculty,"van den Berg,Jeroen"
2021-22 Sem 2,UG,MGMT2787,2A,3462,,2022-01-21,2022-01-28,,,,,FRI,,,KK301,15:30,17:20,Business Case Analysis and Presentation,Business & Economics Faculty,"van den Berg,Jeroen"
2021-22 Sem 2,UG,MGMT2787,2A,3462,,2022-02-08,2022-03-01,,TUE,,,,,,KK301,15:30,16:20,Business Case Analysis and Presentation,Business & Economics Faculty,"van den Berg,Jeroen"
2021-22 Sem 2,UG,MGMT2787,2A,3462,,2022-02-11,2022-03-04,,,,,FRI,,,KK301,15:30,17:20,Business Case Analysis and Presentation,Business & Economics Faculty,"van den Berg,Jeroen"
2021-22 Sem 2,UG,MGMT2787,2A,3462,,2022-03-15,2022-03-29,,TUE,,,,,,KK301,15:30,16:20,Business Case Analysis and Presentation,Business & Economics Faculty,"van den Berg,Jeroen"
2021-22 Sem 2,UG,MGMT2787,2A,3462,,2022-03-18,2022-04-08,,,,,FRI,,,KK301,15:30,17:20,Business Case Analysis and Presentation,Business & Economics Faculty,"van den Berg,Jeroen"
2021-22 Sem 2,UG,MGMT2787,2A,3462,,2022-04-12,2022-04-26,,TUE,,,,,,KK301,15:30,16:20,Business Case Analysis and Presentation,Business & Economics Faculty,"van den Berg,Jeroen"
2021-22 Sem 2,UG,MGMT2787,2A,3462,,2022-04-22,2022-04-29,,,,,FRI,,,KK301,15:30,17:20,Business Case Analysis and Presentation,Business & Economics Faculty,"van den Berg,Jeroen"
2021-22 Sem 2,UG,MGMT3403,2A,2350,,2022-01-21,2022-01-28,,,,,FRI,,,MBG07,09:30,12:20,Leadership,Faculty of Business and Econom,"Shim,Sohyeon"
2021-22 Sem 2,UG,MGMT3403,2A,2350,,2022-02-11,2022-03-04,,,,,FRI,,,MBG07,09:30,12:20,Leadership,Faculty of Business and Econom,"Shim,Sohyeon"
2021-22 Sem 2,UG,MGMT3403,2A,2350,,2022-03-18,2022-04-08,,,,,FRI,,,MBG07,09:30,12:20,Leadership,Faculty of Business and Econom,"Shim,Sohyeon"
2021-22 Sem 2,UG,MGMT3403,2A,2350,,2022-04-22,2022-04-29,,,,,FRI,,,MBG07,09:30,12:20,Leadership,Faculty of Business and Econom,"Shim,Sohyeon"
2021-22 Sem 2,UG,MGMT3403,2B,2351,,2022-01-21,2022-01-28,,,,,FRI,,,LE9,14:30,17:20,Leadership,Faculty of Business and Econom,"Shim,Sohyeon"
2021-22 Sem 2,UG,MGMT3403,2B,2351,,2022-02-11,2022-03-04,,,,,FRI,,,LE9,14:30,17:20,Leadership,Faculty of Business and Econom,"Shim,Sohyeon"
2021-22 Sem 2,UG,MGMT3403,2B,2351,,2022-03-18,2022-04-08,,,,,FRI,,,LE9,14:30,17:20,Leadership,Faculty of Business and Econom,"Shim,Sohyeon"
2021-22 Sem 2,UG,MGMT3403,2B,2351,,2022-04-22,2022-04-29,,,,,FRI,,,LE9,14:30,17:20,Leadership,Faculty of Business and Econom,"Shim,Sohyeon"
2021-22 Sem 2,UG,MGMT3404,2A,2728,,2022-01-17,2022-01-24,MON,,,,,,,KK603,14:30,17:20,Cross-cultural management,Faculty of Business and Econom,"Zhang,Yiwen"
2021-22 Sem 2,UG,MGMT3404,2A,2728,,2022-02-14,2022-02-28,MON,,,,,,,KK603,14:30,17:20,Cross-cultural management,Faculty of Business and Econom,"Zhang,Yiwen"
2021-22 Sem 2,UG,MGMT3404,2A,2728,,2022-03-14,2022-04-11,MON,,,,,,,KK603,14:30,17:20,Cross-cultural management,Faculty of Business and Econom,"Zhang,Yiwen"
2021-22 Sem 2,UG,MGMT3404,2A,2728,,2022-04-25,2022-04-25,MON,,,,,,,KK603,14:30,17:20,Cross-cultural management,Faculty of Business and Econom,"Zhang,Yiwen"
2021-22 Sem 2,UG,MGMT3416,2A,3882,,2022-01-21,2022-01-28,,,,,FRI,,,LE3,14:30,17:20,Storytelling: Global Business Communication,Faculty of Business and Econom,"Landais,Clotilde Elisabeth Anne"
2021-22 Sem 2,UG,MGMT3416,2A,3882,,2022-02-11,2022-03-04,,,,,FRI,,,LE3,14:30,17:20,Storytelling: Global Business Communication,Faculty of Business and Econom,"Landais,Clotilde Elisabeth Anne"
2021-22 Sem 2,UG,MGMT3416,2A,3882,,2022-03-18,2022-04-08,,,,,FRI,,,LE3,14:30,17:20,Storytelling: Global Business Communication,Faculty of Business and Econom,"Landais,Clotilde Elisabeth Anne"
2021-22 Sem 2,UG,MGMT3416,2A,3882,,2022-04-22,2022-04-29,,,,,FRI,,,LE3,14:30,17:20,Storytelling: Global Business Communication,Faculty of Business and Econom,"Landais,Clotilde Elisabeth Anne"
2021-22 Sem 2,UG,MGMT3417,2A,3883,,2022-01-20,2022-01-27,,,,THU,,,,MWT4,13:30,16:20,The European Business Environment,Faculty of Business and Econom,"Landais,Clotilde Elisabeth Anne"
2021-22 Sem 2,UG,MGMT3417,2A,3883,,2022-02-10,2022-03-03,,,,THU,,,,MWT4,13:30,16:20,The European Business Environment,Faculty of Business and Econom,"Landais,Clotilde Elisabeth Anne"
2021-22 Sem 2,UG,MGMT3417,2A,3883,,2022-03-17,2022-04-28,,,,THU,,,,MWT4,13:30,16:20,The European Business Environment,Faculty of Business and Econom,"Landais,Clotilde Elisabeth Anne"
2021-22 Sem 2,UG,MGMT3429,2A,4014,,2022-01-17,2022-01-24,MON,,,,,,,MWT4,14:30,17:20,Strategic human resources management,Faculty of Business and Econom,"Zhao,Hailin"
2021-22 Sem 2,UG,MGMT3429,2A,4014,,2022-02-14,2022-02-28,MON,,,,,,,MWT4,14:30,17:20,Strategic human resources management,Faculty of Business and Econom,"Zhao,Hailin"
2021-22 Sem 2,UG,MGMT3429,2A,4014,,2022-03-14,2022-04-11,MON,,,,,,,MWT4,14:30,17:20,Strategic human resources management,Faculty of Business and Econom,"Zhao,Hailin"
2021-22 Sem 2,UG,MGMT3429,2A,4014,,2022-04-25,2022-04-25,MON,,,,,,,MWT4,14:30,17:20,Strategic human resources management,Faculty of Business and Econom,"Zhao,Hailin"
2021-22 Sem 2,UG,MKTG2501,2H,2352,,2022-01-17,2022-01-31,MON,,,,,,,LE7,09:30,11:20,Introduction to marketing,Faculty of Business and Econom,"Du,Jinzhao"
2021-22 Sem 2,UG,MKTG2501,2H,2352,,2022-01-20,2022-01-27,,,,THU,,,,LE7,09:30,10:20,Introduction to marketing,Faculty of Business and Econom,"Du,Jinzhao"
2021-22 Sem 2,UG,MKTG2501,2H,2352,,2022-02-10,2022-03-03,,,,THU,,,,LE7,09:30,10:20,Introduction to marketing,Faculty of Business and Econom,"Du,Jinzhao"
2021-22 Sem 2,UG,MKTG2501,2H,2352,,2022-02-14,2022-02-28,MON,,,,,,,LE7,09:30,11:20,Introduction to marketing,Faculty of Business and Econom,"Du,Jinzhao"
2021-22 Sem 2,UG,MKTG2501,2H,2352,,2022-03-14,2022-04-11,MON,,,,,,,LE7,09:30,11:20,Introduction to marketing,Faculty of Business and Econom,"Du,Jinzhao"
2021-22 Sem 2,UG,MKTG2501,2H,2352,,2022-03-17,2022-04-28,,,,THU,,,,LE7,09:30,10:20,Introduction to marketing,Faculty of Business and Econom,"Du,Jinzhao"
2021-22 Sem 2,UG,MKTG2501,2H,2352,,2022-04-25,2022-04-25,MON,,,,,,,LE7,09:30,11:20,Introduction to marketing,Faculty of Business and Econom,"Du,Jinzhao"
2021-22 Sem 2,UG,MKTG2501,2H,2352,,2022-05-03,2022-05-03,,TUE,,,,,,MWT1,13:00,17:00,Introduction to marketing,Faculty of Business and Econom,"Du,Jinzhao"
2021-22 Sem 2,UG,MKTG2501,2I,2357,,2022-01-17,2022-01-31,MON,,,,,,,LE7,11:30,12:20,Introduction to marketing,Faculty of Business and Econom,"Du,Jinzhao"
2021-22 Sem 2,UG,MKTG2501,2I,2357,,2022-01-20,2022-01-27,,,,THU,,,,LE7,10:30,12:20,Introduction to marketing,Faculty of Business and Econom,"Du,Jinzhao"
2021-22 Sem 2,UG,MKTG2501,2I,2357,,2022-02-10,2022-03-03,,,,THU,,,,LE7,10:30,12:20,Introduction to marketing,Faculty of Business and Econom,"Du,Jinzhao"
2021-22 Sem 2,UG,MKTG2501,2I,2357,,2022-02-14,2022-02-28,MON,,,,,,,LE7,11:30,12:20,Introduction to marketing,Faculty of Business and Econom,"Du,Jinzhao"
2021-22 Sem 2,UG,MKTG2501,2I,2357,,2022-03-14,2022-04-11,MON,,,,,,,LE7,11:30,12:20,Introduction to marketing,Faculty of Business and Econom,"Du,Jinzhao"
2021-22 Sem 2,UG,MKTG2501,2I,2357,,2022-03-17,2022-04-28,,,,THU,,,,LE7,10:30,12:20,Introduction to marketing,Faculty of Business and Econom,"Du,Jinzhao"
2021-22 Sem 2,UG,MKTG2501,2I,2357,,2022-04-25,2022-04-25,MON,,,,,,,LE7,11:30,12:20,Introduction to marketing,Faculty of Business and Econom,"Du,Jinzhao"
2021-22 Sem 2,UG,MKTG2501,2J,2356,,2022-01-18,2022-01-25,,TUE,,,,,,KKLG104,09:30,10:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2J,2356,,2022-01-21,2022-01-28,,,,,FRI,,,KKLG104,09:30,11:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2J,2356,,2022-02-08,2022-03-01,,TUE,,,,,,KKLG104,09:30,10:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2J,2356,,2022-02-11,2022-03-04,,,,,FRI,,,KKLG104,09:30,11:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2J,2356,,2022-03-15,2022-03-29,,TUE,,,,,,KKLG104,09:30,10:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2J,2356,,2022-03-18,2022-04-08,,,,,FRI,,,KKLG104,09:30,11:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2J,2356,,2022-04-12,2022-04-26,,TUE,,,,,,KKLG104,09:30,10:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2J,2356,,2022-04-22,2022-04-29,,,,,FRI,,,KKLG104,09:30,11:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2K,2355,,2022-01-18,2022-01-25,,TUE,,,,,,LE2,10:30,12:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2K,2355,,2022-01-21,2022-01-28,,,,,FRI,,,LE2,11:30,12:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2K,2355,,2022-02-08,2022-03-01,,TUE,,,,,,LE2,10:30,12:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2K,2355,,2022-02-11,2022-03-04,,,,,FRI,,,LE2,11:30,12:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2K,2355,,2022-03-15,2022-03-29,,TUE,,,,,,LE2,10:30,12:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2K,2355,,2022-03-18,2022-04-08,,,,,FRI,,,LE2,11:30,12:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2K,2355,,2022-04-12,2022-04-26,,TUE,,,,,,LE2,10:30,12:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2K,2355,,2022-04-22,2022-04-29,,,,,FRI,,,LE2,11:30,12:20,Introduction to marketing,Faculty of Business and Econom,"Zhuang,Mengzhou"
2021-22 Sem 2,UG,MKTG2501,2L,2354,,2022-01-17,2022-01-24,MON,,,,,,,LE3,14:30,15:20,Introduction to marketing,Faculty of Business and Econom,"Cao,Jingcun"
2021-22 Sem 2,UG,MKTG2501,2L,2354,,2022-01-20,2022-01-27,,,,THU,,,,LE3,13:30,15:20,Introduction to marketing,Faculty of Business and Econom,"Cao,Jingcun"
2021-22 Sem 2,UG,MKTG2501,2L,2354,,2022-02-10,2022-03-03,,,,THU,,,,LE3,13:30,15:20,Introduction to marketing,Faculty of Business and Econom,"Cao,Jingcun"
2021-22 Sem 2,UG,MKTG2501,2L,2354,,2022-02-14,2022-02-28,MON,,,,,,,LE3,14:30,15:20,Introduction to marketing,Faculty of Business and Econom,"Cao,Jingcun"
2021-22 Sem 2,UG,MKTG2501,2L,2354,,2022-03-14,2022-04-11,MON,,,,,,,LE3,14:30,15:20,Introduction to marketing,Faculty of Business and Econom,"Cao,Jingcun"
2021-22 Sem 2,UG,MKTG2501,2L,2354,,2022-03-17,2022-04-28,,,,THU,,,,LE3,13:30,15:20,Introduction to marketing,Faculty of Business and Econom,"Cao,Jingcun"
2021-22 Sem 2,UG,MKTG2501,2L,2354,,2022-04-25,2022-04-25,MON,,,,,,,LE3,14:30,15:20,Introduction to marketing,Faculty of Business and Econom,"Cao,Jingcun"
2021-22 Sem 2,UG,MKTG2501,2M,2353,,2022-01-17,2022-01-24,MON,,,,,,,LE2,15:30,17:20,Introduction to marketing,Faculty of Business and Econom,"Cao,Jingcun"
2021-22 Sem 2,UG,MKTG2501,2M,2353,,2022-01-20,2022-01-27,,,,THU,,,,LE2,15:30,16:20,Introduction to marketing,Faculty of Business and Econom,"Cao,Jingcun"
2021-22 Sem 2,UG,MKTG2501,2M,2353,,2022-02-10,2022-03-03,,,,THU,,,,LE2,15:30,16:20,Introduction to marketing,Faculty of Business and Econom,"Cao,Jingcun"
2021-22 Sem 2,UG,MKTG2501,2M,2353,,2022-02-14,2022-02-28,MON,,,,,,,LE2,15:30,17:20,Introduction to marketing,Faculty of Business and Econom,"Cao,Jingcun"
2021-22 Sem 2,UG,MKTG2501,2M,2353,,2022-03-14,2022-04-11,MON,,,,,,,LE2,15:30,17:20,Introduction to marketing,Faculty of Business and Econom,"Cao,Jingcun"
2021-22 Sem 2,UG,MKTG2501,2M,2353,,2022-03-17,2022-04-28,,,,THU,,,,LE2,15:30,16:20,Introduction to marketing,Faculty of Business and Econom,"Cao,Jingcun"
2021-22 Sem 2,UG,MKTG2501,2M,2353,,2022-04-25,2022-04-25,MON,,,,,,,LE2,15:30,17:20,Introduction to marketing,Faculty of Business and Econom,"Cao,Jingcun"
2021-22 Sem 2,UG,MKTG3501,2A,2358,,2022-01-19,2022-01-26,,,WED,,,,,KKLG102,09:30,12:20,Consumer behaviour,Faculty of Business and Econom,"Ng,Yin Mei"
2021-22 Sem 2,UG,MKTG3501,2A,2358,,2022-02-09,2022-03-02,,,WED,,,,,KKLG102,09:30,12:20,Consumer behaviour,Faculty of Business and Econom,"Ng,Yin Mei"
2021-22 Sem 2,UG,MKTG3501,2A,2358,,2022-03-23,2022-04-27,,,WED,,,,,KKLG102,09:30,12:20,Consumer behaviour,Faculty of Business and Econom,"Ng,Yin Mei"
2021-22 Sem 2,UG,MKTG3501,2A,2358,,2022-05-04,2022-05-04,,,WED,,,,,MWT2,09:30,12:50,Consumer behaviour,Faculty of Business and Econom,"Ng,Yin Mei"
2021-22 Sem 2,UG,MKTG3501,2B,2359,,2022-01-21,2022-01-28,,,,,FRI,,,KK202,09:30,12:20,Consumer behaviour,Faculty of Business and Econom,"Ng,Yin Mei"
2021-22 Sem 2,UG,MKTG3501,2B,2359,,2022-02-11,2022-03-04,,,,,FRI,,,KK202,09:30,12:20,Consumer behaviour,Faculty of Business and Econom,"Ng,Yin Mei"
2021-22 Sem 2,UG,MKTG3501,2B,2359,,2022-03-18,2022-04-08,,,,,FRI,,,KK202,09:30,12:20,Consumer behaviour,Faculty of Business and Econom,"Ng,Yin Mei"
2021-22 Sem 2,UG,MKTG3501,2B,2359,,2022-04-22,2022-04-29,,,,,FRI,,,KK202,09:30,12:20,Consumer behaviour,Faculty of Business and Econom,"Ng,Yin Mei"
2021-22 Sem 2,UG,MKTG3512,2A,2360,,2022-01-18,2022-01-25,,TUE,,,,,,KKLG103,16:30,18:20,Brand management,Faculty of Business and Econom,"Chu,Yat Chiu Buston"
2021-22 Sem 2,UG,MKTG3512,2A,2360,,2022-01-21,2022-01-28,,,,,FRI,,,KKLG103,17:30,18:20,Brand management,Faculty of Business and Econom,"Chu,Yat Chiu Buston"
2021-22 Sem 2,UG,MKTG3512,2A,2360,,2022-02-08,2022-03-01,,TUE,,,,,,KKLG103,16:30,18:20,Brand management,Faculty of Business and Econom,"Chu,Yat Chiu Buston"
2021-22 Sem 2,UG,MKTG3512,2A,2360,,2022-02-11,2022-03-04,,,,,FRI,,,KKLG103,17:30,18:20,Brand management,Faculty of Business and Econom,"Chu,Yat Chiu Buston"
2021-22 Sem 2,UG,MKTG3512,2A,2360,,2022-03-15,2022-03-29,,TUE,,,,,,KKLG103,16:30,18:20,Brand management,Faculty of Business and Econom,"Chu,Yat Chiu Buston"
2021-22 Sem 2,UG,MKTG3512,2A,2360,,2022-03-18,2022-04-08,,,,,FRI,,,KKLG103,17:30,18:20,Brand management,Faculty of Business and Econom,"Chu,Yat Chiu Buston"
2021-22 Sem 2,UG,MKTG3512,2A,2360,,2022-04-12,2022-04-26,,TUE,,,,,,KKLG103,16:30,18:20,Brand management,Faculty of Business and Econom,"Chu,Yat Chiu Buston"
2021-22 Sem 2,UG,MKTG3512,2A,2360,,2022-04-22,2022-04-29,,,,,FRI,,,KKLG103,17:30,18:20,Brand management,Faculty of Business and Econom,"Chu,Yat Chiu Buston"
2021-22 Sem 2,UG,MKTG3523,2A,2361,,2022-01-17,2022-01-31,MON,,,,,,,MB142,09:30,11:20,Global marketing,Faculty of Business and Econom,"Jia,He Michael"
2021-22 Sem 2,UG,MKTG3523,2A,2361,,2022-01-20,2022-01-27,,,,THU,,,,MB142,09:30,10:20,Global marketing,Faculty of Business and Econom,"Jia,He Michael"
2021-22 Sem 2,UG,MKTG3523,2A,2361,,2022-02-10,2022-03-03,,,,THU,,,,MB142,09:30,10:20,Global marketing,Faculty of Business and Econom,"Jia,He Michael"
2021-22 Sem 2,UG,MKTG3523,2A,2361,,2022-02-14,2022-02-28,MON,,,,,,,MB142,09:30,11:20,Global marketing,Faculty of Business and Econom,"Jia,He Michael"
2021-22 Sem 2,UG,MKTG3523,2A,2361,,2022-03-14,2022-04-11,MON,,,,,,,MB142,09:30,11:20,Global marketing,Faculty of Business and Econom,"Jia,He Michael"
2021-22 Sem 2,UG,MKTG3523,2A,2361,,2022-03-17,2022-04-28,,,,THU,,,,MB142,09:30,10:20,Global marketing,Faculty of Business and Econom,"Jia,He Michael"
2021-22 Sem 2,UG,MKTG3523,2A,2361,,2022-04-25,2022-04-25,MON,,,,,,,MB142,09:30,11:20,Global marketing,Faculty of Business and Econom,"Jia,He Michael"
2021-22 Sem 2,UG,MKTG3523,2B,2362,,2022-01-17,2022-01-31,MON,,,,,,,MB122,12:30,14:20,Global marketing,Faculty of Business and Econom,"Jia,He Michael"
2021-22 Sem 2,UG,MKTG3523,2B,2362,,2022-01-20,2022-01-27,,,,THU,,,,MB122,12:30,13:20,Global marketing,Faculty of Business and Econom,"Jia,He Michael"
2021-22 Sem 2,UG,MKTG3523,2B,2362,,2022-02-10,2022-03-03,,,,THU,,,,MB122,12:30,13:20,Global marketing,Faculty of Business and Econom,"Jia,He Michael"
2021-22 Sem 2,UG,MKTG3523,2B,2362,,2022-02-14,2022-02-28,MON,,,,,,,MB122,12:30,14:20,Global marketing,Faculty of Business and Econom,"Jia,He Michael"
2021-22 Sem 2,UG,MKTG3523,2B,2362,,2022-03-14,2022-04-11,MON,,,,,,,MB122,12:30,14:20,Global marketing,Faculty of Business and Econom,"Jia,He Michael"
